post_id,post_url,user_name,created_at,comment_text,num_likes,source,clean_comment,language
1868414145973940591,https://x.com/GloboNews/status/1868414145973940591,Glo███ews███,"""2024-12-15T21:53:40.000Z""",".@miriamleitao: ""O que está se vendo agora, nunca se viu antes: o Exército dizer que está colaborando com as investigações. Antes, as Forças Armadas protegiam os seus. Dessa vez, a ideia é de que é preciso preservar a instituição"".

➡ Assista: https://t.co/mgnXyoxnmY #EspecialDeDomingo #GloboNews",922,twitter,o que est se vendo agora nunca se viu antes o exrcito dizer que est colaborando com as investigaes antes as foras armadas protegiam os seus dessa vez a ideia de que preciso preservar a instituio assista especialdedomingo globonews,pt
1868406779086074332,https://x.com/GloboNews/status/1868406779086074332,Glo███ews███,"""2024-12-15T21:24:24.000Z""",".@miriamleitao fala sobre elementos que culminaram na prisão de Braga Netto, e diz que a PF analisa agora celulares e dezenas de pendrives apreendidos no sábado (14). ""As investigações continuam, porque mais informações estão chegando"".

➡ Assista à #GloboNews: https://t.co/mgnXyoxVcw #EspecialDeDomingo",572,twitter,fala sobre elementos que culminaram na priso de braga netto e diz que a pf analisa agora celulares e dezenas de pendrives apreendidos no sbado as investigaes continuam porque mais informaes esto chegando assista globonews especialdedomingo,pt
1868151532622955003,https://x.com/billboard/status/1868151532622955003,bil███ard███,"""2024-12-15T04:30:08.000Z""","Friday Music Guide: New Music From Stray Kids, Bossman Dlow, Snoop Dogg &amp; More",1977,twitter,friday music guide new music from stray kids bossman dlow snoop dogg amp more,en
1868401609354670201,https://x.com/TNTSportsBR/status/1868401609354670201,TNT███rts███,"""2024-12-15T21:03:51.000Z""","SHOW DOS SPURS! 🐓🔥 O Tottenham AMASSOU o Southampton, fora de casa, pela #PremierLeague! Mais uma grande atuação de Maddison! 👏",105,twitter,show dos spurs o tottenham amassou o southampton fora de casa pela premierleague mais uma grande atuao de maddison,pt
1868396632397545516,https://x.com/TheEconomist/status/1868396632397545516,The███nom███,"""2024-12-15T20:44:04.000Z""","“It’s hard to be moral in three seconds.”  

On “The Weekend Intelligence”, @studersc asks Pastor Julian Lowe and philosopher @agnescallard: what happens when morality comes at a price?",10,twitter,its hard to be moral in three seconds on the weekend intelligence studersc asks pastor julian lowe and philosopher agnescallard what happens when morality comes at a price,en
1868295017485189120,https://x.com/TheEconomist/status/1868295017485189120,The███nom███,"""2024-12-15T14:00:18.000Z""",The unbelievable has become commonplace in recent years. What could happen in 2025? Here are a few scenarios to get you thinking:,19,twitter,the unbelievable has become commonplace in recent years what could happen in here are a few scenarios to get you thinking,en
1868256046847820114,https://x.com/TheEconomist/status/1868256046847820114,The███nom███,"""2024-12-15T11:25:26.000Z""","Much like voters in the rest of the world, Germans are fed up with their government. Three charts help explain the situation in Europe’s largest economy",32,twitter,much like voters in the rest of the world germans are fed up with their government three charts help explain the situation in europes largest economy,en
1868247253984420075,https://x.com/TheEconomist/status/1868247253984420075,The███nom███,"""2024-12-15T10:50:30.000Z""","Adults have grown less literate over the past decade, new data suggest. One researcher speculates that many are getting much less practice than they used to at reading long and complex texts. 

Blame TikTok, perhaps",229,twitter,adults have grown less literate over the past decade new data suggest one researcher speculates that many are getting much less practice than they used to at reading long and complex texts blame tiktok perhaps,en
1868216199751889180,https://x.com/TheEconomist/status/1868216199751889180,The███nom███,"""2024-12-15T08:47:06.000Z""","Cryptocurrencies are being increasingly institutionalised. 

In turn the asset class will become more ordinary, and more linked to the ups and downs of the regular financial world, which advocates had hoped to replace",45,twitter,cryptocurrencies are being increasingly institutionalised in turn the asset class will become more ordinary and more linked to the ups and downs of the regular financial world which advocates had hoped to replace,en
1868189305014813099,https://x.com/TheEconomist/status/1868189305014813099,The███nom███,"""2024-12-15T07:00:14.000Z""",Europe knows its armies need more cash. But clever tricks will be needed to fund defence expenditure without crossing the various red lines of different countries,59,twitter,europe knows its armies need more cash but clever tricks will be needed to fund defence expenditure without crossing the various red lines of different countries,en
1868133824644645296,https://x.com/TheEconomist/status/1868133824644645296,The███nom███,"""2024-12-15T03:19:46.000Z""","Donald Trump’s picks for the Federal Trade Commission and Department of Justice will mostly make corporate deals easier. 

Objections to a merger because of its effect on union workers, for example, are less likely to be raised under the new regime",41,twitter,donald trumps picks for the federal trade commission and department of justice will mostly make corporate deals easier objections to a merger because of its effect on union workers for example are less likely to be raised under the new regime,en
1868088216164671670,https://x.com/TheEconomist/status/1868088216164671670,The███nom███,"""2024-12-15T00:18:32.000Z""",These are the world’s most expensive cities,33,twitter,these are the worlds most expensive cities,en
1868434613682737214,https://x.com/Metropoles/status/1868434613682737214,Met███ole███,"""2024-12-15T23:15:00.000Z""","➡️ Reitora da UnB suspende youtuber Wilker Leão das aulas por 60 dias

O youtuber Wilker Leão é acusado de gravar e divulgar debates do ambiente acadêmico sem autorização, provocando ofensas nas redes sociais

Leia na coluna de @lilian_tahan e @tr_isadora:",114,twitter,reitora da unb suspende youtuber wilker leo das aulas por dias o youtuber wilker leo acusado de gravar e divulgar debates do ambiente acadmico sem autorizao provocando ofensas nas redes sociais leia na coluna de liliantahan e trisadora,pt
1868393090936885567,https://x.com/Metropoles/status/1868393090936885567,Met███ole███,"""2024-12-15T20:30:00.000Z""","➡️ Temendo protestos, corte militar gasta R$ 75 mil com armamentos

Com julgamentos de militares envolvidos em atos antidemocráticos no horizonte, STM abriu licitação para comprar espingardas e munição

Leia na coluna @igorgadelham:",20,twitter,temendo protestos corte militar gasta r mil com armamentos com julgamentos de militares envolvidos em atos antidemocrticos no horizonte stm abriu licitao para comprar espingardas e munio leia na coluna igorgadelham,pt
1868392613260538144,https://x.com/Metropoles/status/1868392613260538144,Met███ole███,"""2024-12-15T20:28:06.000Z""","⏯️Paulo Vieira debocha da prisão de Braga Netto ao vivo na Globo

Durante a apresentação do Melhores do Ano, do Domingão, o humorista fez uma piada com a prisão do general

Leia na coluna da @OliveiraFabia_:",1388,twitter,paulo vieira debocha da priso de braga netto ao vivo na globo durante a apresentao do melhores do ano do domingo o humorista fez uma piada com a priso do general leia na coluna da oliveirafabia,pt
1865957435204108730,https://x.com/NHL/status/1865957435204108730,NHL,"""2024-12-09T03:11:35.000Z""",Another dub for the @utahhockeyclub! ✅,907,twitter,another dub for the utahhockeyclub,en
1868332945162842288,https://x.com/RepCarlos/status/1868332945162842288,Rep███los███,"""2024-12-15T16:31:00.000Z""","🚨 FOX NEWS EXCLUSIVE —&gt; Rep. Gimenez warns China is 'greatest threat' to US, Trump admin will 'project strength' to CCP",145,twitter,fox news exclusive gt rep gimenez warns china is greatest threat to us trump admin will project strength to ccp,en
1866001453992530185,https://x.com/NBA/status/1866001453992530185,NBA,"""2024-12-09T06:06:29.000Z""","@Bucks @hornets @MiamiHEAT @nuggets @OrlandoMagic @spurs @memgrizz @warriors @SacramentoKings @HoustonRockets Anthony Davis dominates the paint as the @Lakers win in LA!

D'Angelo Russell: 28 PTS, 14 AST
Rui Hachimura: 23 PTS (9-13 FGM), 4 STL",473,twitter,bucks hornets miamiheat nuggets orlandomagic spurs memgrizz warriors sacramentokings houstonrockets anthony davis dominates the paint as the lakers win in la dangelo russell pts ast rui hachimura pts fgm stl,en
1868389391317799412,https://x.com/acmilan/status/1868389391317799412,acm███n,"""2024-12-15T20:15:18.000Z""","A masterpiece 🏟️🫶

#MilanGenoa #ACMilanWorthEveryMinute #SempreMilan",1997,twitter,a masterpiece milangenoa acmilanwortheveryminute sempremilan,tl
1868374036247634224,https://x.com/acmilan/status/1868374036247634224,acm███n,"""2024-12-15T19:14:17.000Z""","And here they are! 👋

#MilanGenoa #SempreMilan 
Brought to you by @OffWht",405,twitter,and here they are milangenoa sempremilan brought to you by offwht,en
1868247691215728739,https://x.com/SLBenfica/status/1868247691215728739,SLB███ica███,"""2024-12-15T10:52:14.000Z""","#SLBenficaFem | 1️⃣1️⃣ 𝗜𝗡𝗜𝗖𝗜𝗔𝗟!

#LojasEspacoCasa #Europcar #Glassdrive #Auditiv @adidasfootball",71,twitter,slbenficafem lojasespacocasa europcar glassdrive auditiv adidasfootball,es
1868359970929958933,https://x.com/SLBenfica/status/1868359970929958933,SLB███ica███,"""2024-12-15T18:18:24.000Z""","⚽ 17' GOOOLOOOOOOO!!!! AMDOUNI!!!!!

#AVSSLB • 0-1 • #LigaPortugalBetclic",2169,twitter,gooolooooooo amdouni avsslb ligaportugalbetclic,sv
1868341530202984778,https://x.com/slbenfica_en/status/1868341530202984778,slb███ica███,"""2024-12-15T17:05:07.000Z""","🚨 TEAM NEWS! 🚨

#AVSSLB • #LigaPortugalBetclic",125,twitter,team news avsslb ligaportugalbetclic,sv
1868297144634875962,https://x.com/NorthernIreland/status/1868297144634875962,Nor███rnI███and███,"""2024-12-15T14:08:45.000Z""","All six of our @FIFAWorldCup qualifiers will have a 7:45pm kick-off ⚽️ #FIFAWorldCup 

Away venues and ticket details will be announced in due course 🏟️🎟️ #GAWA",25,twitter,all six of our fifaworldcup qualifiers will have a pm kickoff fifaworldcup away venues and ticket details will be announced in due course gawa,en
1868288970351845798,https://x.com/BCFCWomen/status/1868288970351845798,BCF███men███,"""2024-12-15T13:36:16.000Z""","Meeting the Quinns! 🥰

#BCFC",61,twitter,meeting the quinns bcfc,en
1868295078399431121,https://x.com/BarclaysWSL/status/1868295078399431121,Bar███ysW███,"""2024-12-15T14:00:32.000Z""","KO: Two games get underway across the country. 

Both games are LIVE on YouTube:",87,twitter,ko two games get underway across the country both games are live on youtube,en
1868388217147539935,https://x.com/TNTSportsBR/status/1868388217147539935,TNT███rts███,"""2024-12-15T20:10:38.000Z""","""VER A SELEÇÃO DE HOJE É UM POUCO TRISTE!"" 😳🇧🇷 Romário mandou essa aí ao falar sobre a má fase da #SeleçãoBrasileira, mas se mostrou esperançoso com a melhoria após o retorno de Neymar! 🙏",145,twitter,ver a seleo de hoje um pouco triste romrio mandou essa a ao falar sobre a m fase da seleobrasileira mas se mostrou esperanoso com a melhoria aps o retorno de neymar,pt
1868370122198364508,https://x.com/TNTSportsBR/status/1868370122198364508,TNT███rts███,"""2024-12-15T18:58:44.000Z""","MANCHESTER É VERMELHO! 🔴🔥 O City achou que estava com a vitória garantida, mas o United mostrou que é gigante e buscou a virada na casa do rival com dois gols no finalzinho! Crise para Pep Guardiola e festa do lado vermelho! #PremierLeague",151,twitter,manchester vermelho o city achou que estava com a vitria garantida mas o united mostrou que gigante e buscou a virada na casa do rival com dois gols no finalzinho crise para pep guardiola e festa do lado vermelho premierleague,pt
1868376188651196917,https://x.com/TNTSportsBR/status/1868376188651196917,TNT███rts███,"""2024-12-15T19:22:50.000Z""","É O TREM COM DESTINO SANTOS? 👀 Zé Rafael, volante do Palmeiras, deve ser o novo reforço do Peixe para as próximas temporadas. O jogador chegaria ao Alvinegro por empréstimo de 1 ano. 

🗞️: @DonRicardinho",390,twitter,o trem com destino santos z rafael volante do palmeiras deve ser o novo reforo do peixe para as prximas temporadas o jogador chegaria ao alvinegro por emprstimo de ano donricardinho,pt
1868387045305180485,https://x.com/otempo/status/1868387045305180485,ote███,"""2024-12-15T20:05:59.000Z""","Sada Cruzeiro chega a 55 títulos desde 2010 com a conquista do Mundial de Clubes de Vôlei

Confira a lista de títulos do clube nos últimos 14 anos",622,twitter,sada cruzeiro chega a ttulos desde com a conquista do mundial de clubes de vlei confira a lista de ttulos do clube nos ltimos anos,pt
1868387691492237364,https://x.com/otempo/status/1868387691492237364,ote███,"""2024-12-15T20:08:33.000Z""","Com 13 conquistas individuais, Wallace se credencia como um dos maiores do vôlei mundial

Wallace também possui quatro Mundiais de Clubes pelo Sada Cruzeiro",424,twitter,com conquistas individuais wallace se credencia como um dos maiores do vlei mundial wallace tambm possui quatro mundiais de clubes pelo sada cruzeiro,pt
1868429614248251398,https://x.com/TheEconomist/status/1868429614248251398,The███nom███,"""2024-12-15T22:55:08.000Z""","Before Tulsi Gabbard started calling the Democratic Party an “elitist cabal of warmongers”, she belonged to it. Vogue even called her an “embodiment of the Obama era”.

Now she is Donald Trump’s pick to be his director of national intelligence",31,twitter,before tulsi gabbard started calling the democratic party an elitist cabal of warmongers she belonged to it vogue even called her an embodiment of the obama era now she is donald trumps pick to be his director of national intelligence,en
1868377996626735370,https://x.com/TheEconomist/status/1868377996626735370,The███nom███,"""2024-12-15T19:30:01.000Z""","France’s president made his choice after, reportedly, François Bayrou threatened to pull out of the centrist coalition. But he is likely to find it just as difficult as his predecessor did to produce a new budget for 2025",17,twitter,frances president made his choice after reportedly franois bayrou threatened to pull out of the centrist coalition but he is likely to find it just as difficult as his predecessor did to produce a new budget for,en
1868374736088015133,https://x.com/TheEconomist/status/1868374736088015133,The███nom███,"""2024-12-15T19:17:04.000Z""",Europeans are hoping they can spend more on defence without giving up the good life. Can it be done?,45,twitter,europeans are hoping they can spend more on defence without giving up the good life can it be done,en
1868309504036585876,https://x.com/TheEconomist/status/1868309504036585876,The███nom███,"""2024-12-15T14:57:51.000Z""","China’s nationalists genuinely admire aspects of Donald Trump. They like his strongman image and the conservative social views he professes.

Many even brush off the president-elect’s threat of huge tariffs on Chinese goods. We explore why",53,twitter,chinas nationalists genuinely admire aspects of donald trump they like his strongman image and the conservative social views he professes many even brush off the presidentelects threat of huge tariffs on chinese goods we explore why,en
1868239648859799686,https://x.com/TheEconomist/status/1868239648859799686,The███nom███,"""2024-12-15T10:20:17.000Z""",Things have changed,25,twitter,things have changed,en
1868227762097434843,https://x.com/TheEconomist/status/1868227762097434843,The███nom███,"""2024-12-15T09:33:03.000Z""",Excuses are running out for the British economy. Growth has been sluggish for over a decade. But now the tumult appears to be over. Will the country be able to sustain its recovery throughout 2025? We explain,26,twitter,excuses are running out for the british economy growth has been sluggish for over a decade but now the tumult appears to be over will the country be able to sustain its recovery throughout we explain,en
1868170549085503771,https://x.com/TheEconomist/status/1868170549085503771,The███nom███,"""2024-12-15T05:45:42.000Z""","Generative AI can write copy and draw images; the technology is also making it easier to target consumers with the right ad. 

It could eliminate 7.5% of America’s advertising jobs by 2030, one research firm predicts",31,twitter,generative ai can write copy and draw images the technology is also making it easier to target consumers with the right ad it could eliminate of americas advertising jobs by one research firm predicts,en
1868092307888538074,https://x.com/TheEconomist/status/1868092307888538074,The███nom███,"""2024-12-15T00:34:48.000Z""",Wherever Donald Trump takes America in the next four years will be felt for decades to come. Discover more in The World Ahead,55,twitter,wherever donald trump takes america in the next four years will be felt for decades to come discover more in the world ahead,en
1868469294671302915,https://x.com/Metropoles/status/1868469294671302915,Met███ole███,"""2024-12-16T01:32:48.000Z""","➡️ Lula mostra curativos na cabeça após cirurgias de emergência em SP

Presidente recebeu alta médica neste domingo (15/12). Ele sofreu um hemorragia intracraniana e passou por dois procedimentos cirúrgicos

Leia:",132,twitter,lula mostra curativos na cabea aps cirurgias de emergncia em sp presidente recebeu alta mdica neste domingo ele sofreu um hemorragia intracraniana e passou por dois procedimentos cirrgicos leia,pt
1868411964172759230,https://x.com/Metropoles/status/1868411964172759230,Met███ole███,"""2024-12-15T21:45:00.000Z""","➡️ Braga Netto é 1º general 4 estrelas preso: saiba poder da patente

Braga Netto é o primeiro general quatro estrelas preso desde o pós-ditadura. Ele foi indiciado pela PF acusado de trama golpista

Leia:",44,twitter,braga netto general estrelas preso saiba poder da patente braga netto o primeiro general quatro estrelas preso desde o psditadura ele foi indiciado pela pf acusado de trama golpista leia,pt
1868352610878562538,https://x.com/Metropoles/status/1868352610878562538,Met███ole███,"""2024-12-15T17:49:09.000Z""","➡️ Vivendo ""fora do sistema"" em Paris 

Casal vive em miniapartmento que eles chamam de ""biosfera urbana"": um ambiente autossuficiente onde quase tudo é feito à mão. Em 26 metros quadrados, tem espaço para cozinhar, comer e cultivar plantas. 

➡️ Veja no vídeo da @dw_brasil, parceira do Metrópoles",23,twitter,vivendo fora do sistema em paris casal vive em miniapartmento que eles chamam de biosfera urbana um ambiente autossuficiente onde quase tudo feito mo em metros quadrados tem espao para cozinhar comer e cultivar plantas veja no vdeo da dwbrasil parceira do metrpoles,pt
1868347656956940654,https://x.com/Metropoles/status/1868347656956940654,Met███ole███,"""2024-12-15T17:29:28.000Z""","➡️ Funcionário da Globo morre após ser confundido com miliciano em bar

Jhonata Lima Almeida, de 30 anos, era montador nos estúdios Globo e estava em um bar em Nova Iguaçu quando foi baleado

Leia:",136,twitter,funcionrio da globo morre aps ser confundido com miliciano em bar jhonata lima almeida de anos era montador nos estdios globo e estava em um bar em nova iguau quando foi baleado leia,pt
1868392165086289958,https://x.com/Metropoles/status/1868392165086289958,Met███ole███,"""2024-12-15T20:26:19.000Z""","➡️ Bar comunista é apedrejado em SP e dono cita “luta contra o fascismo”

Recém-inaugurado na Mooca, zona leste de SP, pub comunista foi apedrejado nessa semana e proprietário procurou a polícia

Leia:",1216,twitter,bar comunista apedrejado em sp e dono cita luta contra o fascismo recminaugurado na mooca zona leste de sp pub comunista foi apedrejado nessa semana e proprietrio procurou a polcia leia,pt
1868093041678106666,https://x.com/Metropoles/status/1868093041678106666,Met███ole███,"""2024-12-15T00:37:43.000Z""","➡️RJ: funcionários serão demitidos após homem morrer na espera de UPA

Paciente de 32 anos morreu após esperar por atendimento em uma UPA da Cidade de Deus, zona oeste do Rio. PCERJ investiga o caso

Leia:",1201,twitter,rj funcionrios sero demitidos aps homem morrer na espera de upa paciente de anos morreu aps esperar por atendimento em uma upa da cidade de deus zona oeste do rio pcerj investiga o caso leia,pt
